experiment	expected_log10	observed_log10
exp01	0.6651021952421041	0.8356587639793638
exp01	0.6631062066617696	0.8356587639793638
exp01	0.6611026917357438	0.8356587639793636
exp01	0.6591249586297266	0.8356587639793636
exp01	0.6571396845990062	0.8356587639793636
exp01	0.6551798760611212	0.8356587639793636
exp01	0.6532125137753437	0.8356587639793636
exp01	0.6512540235029554	0.8296438631315994
exp01	0.6493205369540753	0.8250312945000844
exp01	0.647379480505684	0.8193305012387312
exp01	0.6454631289398941	0.8169928857922155
exp01	0.6435391986734025	0.8127253475631631
exp01	0.6416237538664129	0.8066908601536718
exp01	0.6397325773953396	0.7943128219514987
exp01	0.6378338117435847	0.788463906243918
exp01	0.6359590317169835	0.7847606956502629
exp01	0.6340766572527547	0.7771054748552252
exp01	0.6322024064179009	0.7771054748552252
exp01	0.6303517279500829	0.7771054748552252
exp01	0.628493449563875	0.7771054748552249
exp01	0.6266584757411058	0.7754099851571922
exp01	0.6248158998677107	0.7730457316050645
exp01	0.6229811084529817	0.7668490606134062
exp01	0.6211692298858987	0.7590237874394085
exp01	0.6193497481955813	0.7558088829927043
exp01	0.617552925350989	0.7553758956847039
exp01	0.6157485000065044	0.7520233849944044
exp01	0.6139515407560981	0.7457772709042257
exp01	0.612176868597687	0.7457772709042257
exp01	0.6103945967543909	0.7457772709042257
exp01	0.6086343708013202	0.7457772709042257
exp01	0.6068665482169009	0.7457772709042257
exp01	0.6051205351775851	0.7457772709042257
exp01	0.6033669294494002	0.7457772709042257
exp01	0.6016203760103589	0.7457772709042257
exp01	0.5998952859257787	0.7438968382562088
exp01	0.5981626106496386	0.7359921075770645
exp01	0.5964511739337673	0.7331794116826237
exp01	0.5947321580063958	0.7329847818727939
exp01	0.5930199194370669	0.7270916931967374
exp01	0.5913285899763887	0.7238905542903362
exp01	0.5896296916752132	0.7229706949154767
exp01	0.5879514884424263	0.7136605304484855
exp01	0.5862657241447304	0.7075147670307459
exp01	0.5845864780432894	0.6998593354793413
exp01	0.5829276131543735	0.6979107022360365
exp01	0.5812612001029694	0.6974997962953038
exp01	0.5796149642506867	0.693277499922255
exp01	0.5779611895925012	0.6832584706759752
exp01	0.576313688554771	0.6776987851357121
exp01	0.5746860654121133	0.6776987851357121
exp01	0.5730509185938178	0.6776987851357121
exp01	0.5714354550195311	0.6776987851357117
exp01	0.5698124785167848	0.6775459903667757
exp01	0.568195544570308	0.6775459903667757
exp01	0.5665980081606216	0.6775459903667757
exp01	0.564992975910978	0.6775459903667757
exp01	0.5634071553009669	0.6775459903667757
exp01	0.5618138508195629	0.6756689772223988
exp01	0.5602395754205383	0.674466750197832
exp01	0.5586578285637552	0.6720573636203062
exp01	0.5570818216985098	0.6669012083028694
exp01	0.5555245757860673	0.6669012083028694
exp01	0.5539598778486338	0.6609589531463954
exp01	0.5524137662925275	0.6545307358595434
exp01	0.5508602161404472	0.6505027542071466
exp01	0.5493122035162501	0.6448119717489125
exp01	0.5477825207595542	0.6448119717489125
exp01	0.5462454202660857	0.6448119717489125
exp01	0.5447264825585996	0.6448119717489125
exp01	0.5432001414306677	0.6448119717489122
exp01	0.5416791458931645	0.6448119717489122
exp01	0.5401760675290074	0.6448119717489122
exp01	0.5386656078483537	0.6448119717489122
exp01	0.5371729052929566	0.6448119717489122
exp01	0.5356728365104659	0.6448119717489122
exp01	0.5341779311899102	0.6448119717489122
exp01	0.5327005476247308	0.6405334619665882
exp01	0.5312158210190254	0.6392532416261435
exp01	0.5297484627330494	0.639173895155144
exp01	0.5282737771670437	0.639173895155144
exp01	0.526804082086268	0.6332163230300122
exp01	0.5253515295904752	0.6287518738018768
exp01	0.52389167393904	0.6251653263617116
exp01	0.5224488136606007	0.6236338154348576
exp01	0.5209986665669935	0.6236338154348576
exp01	0.519565370019668	0.6236338154348574
exp01	0.5181248032061571	0.6236338154348574
exp01	0.5166889989992819	0.6183559178187049
exp01	0.5152698321563706	0.6145316645396776
exp01	0.513843420270068	0.6144206176853027
exp01	0.512433506648998	0.6107260945465817
exp01	0.5110163650019286	0.60591874226833
exp01	0.5096038325782761	0.60591874226833
exp01	0.5082075935946097	0.6059187422683296
exp01	0.5068041524576145	0.6054682239329812
exp01	0.50541687106683	0.5971294946513035
exp01	0.5040224049387971	0.597103154870583
exp01	0.5026324019431228	0.5919720093212352
exp01	0.5012583617581655	0.5906577309607269
exp01	0.4998771632594108	0.5843164501614136
exp01	0.498511798982856	0.5809740489215979
exp01	0.4971392941448539	0.5797537770050674
exp01	0.4957711131852856	0.5797537770050674
exp01	0.4944185769683322	0.5797537770050674
exp01	0.4930589270754266	0.5788267390727024
exp01	0.4917147981634716	0.5768673909663485
exp01	0.49036357360828065	0.576867390966348
exp01	0.4890165400946521	0.5737397860180715
exp01	0.4876848451350298	0.5737397860180715
exp01	0.48634608180022393	0.5737397860180715
exp01	0.48502253782567206	0.5737397860180715
exp01	0.48369194373893565	0.5737397860180715
exp01	0.4823764515759506	0.5737397860180715
exp01	0.48105392764299115	0.5737397860180715
exp01	0.47973541886755156	0.5737397860180715
exp01	0.4784318388358021	0.5731923077964148
exp01	0.4771212547196625	0.566632914541129
exp01	0.47582548614577824	0.5644264954998719
exp01	0.4745227319985147	0.5559563146890752
exp01	0.4732238740413386	0.5529098502675667
exp01	0.4719396646409605	0.5517725503846009
exp01	0.470648497576692	0.5498486433801074
exp01	0.46937186988421287	0.5447219426173601
exp01	0.46808830316916245	0.5432109261717928
exp01	0.4668085188869262	0.5432109261717928
exp01	0.4655431128683072	0.5432109261717926
exp01	0.4642707959057718	0.5419392847581442
exp01	0.4630127518341263	0.5381066652125126
exp01	0.46174781555569877	0.5357859062316104
exp01	0.4604865528631158	0.5295699843598025
exp01	0.4592394075340991	0.5284056081453059
exp01	0.4579853981970736	0.5263740658425066
exp01	0.4567454044723561	0.5203414772149777
exp01	0.4554985655416766	0.5203414772149777
exp01	0.45425529598158587	0.5203414772149777
exp01	0.4530258918101072	0.5203414772149777
exp01	0.45178967070762194	0.5203414772149773
exp01	0.45056721668542465	0.5203414772149773
exp01	0.4493379645715024	0.5203414772149773
exp01	0.4481223825581929	0.5199993655904016
exp01	0.4469000213002392	0.5199993655904014
exp01	0.44568109083503055	0.5147366410614015
exp01	0.44447568723792297	0.5122166671449728
exp01	0.44326353271262414	0.5122166671449728
exp01	0.44206481128760955	0.5112121333095648
exp01	0.4408593577847837	0.5079318789105041
exp01	0.43965724095082315	0.5079318789105038
exp01	0.43846841869266695	0.5053907380302535
exp01	0.4372728926617706	0.501855073533837
exp01	0.4360905704979062	0.4935079518021972
exp01	0.43490156339378117	0.4918255103417716
exp01	0.4337158026556094	0.48944346225905905
exp01	0.43254311174563903	0.48944346225905905
exp01	0.43136376415898736	0.4855324958721652
exp01	0.43019739860735595	0.4855324958721652
exp01	0.4290243951746767	0.48553249587216496
exp01	0.42785455142195367	0.48240585718246154
exp01	0.42669755994221514	0.4791893782370352
exp01	0.4255339587766206	0.47846193715281193
exp01	0.4243831248716333	0.47846193715281193
exp01	0.4232257000226636	0.4781050587383474
exp01	0.42207135159395737	0.47315752717924303
exp01	0.4209296447442906	0.47264901966461137
exp01	0.4197813750534497	0.47185616149192205
exp01	0.4186456645833173	0.46738453948802616
exp01	0.417503409945043	0.4653762001117182
exp01	0.41637363319610793	0.4637572931616808
exp01	0.4152373309207074	0.4637572931616808
exp01	0.41410399394689035	0.4637572931616808
exp01	0.4129830145843793	0.4637572931616808
exp01	0.4118555376335335	0.4637572931616808
exp01	0.41074033945164135	0.4637572931616808
exp01	0.4096186622358825	0.46227098205578293
exp01	0.40849987457864323	0.46136989252891014
exp01	0.4073932490674837	0.4573128731167214
exp01	0.4062801723208095	0.45632678096455703
exp01	0.4051791812571141	0.44891706386416225
exp01	0.4040717574137863	0.4459431668447024
exp01	0.4029671502513543	0.444562790941177
exp01	0.40187451564407883	0.444562790941177
exp01	0.40077547589965057	0.444562790941177
exp01	0.39968833452301034	0.444562790941177
exp01	0.3985948063564321	0.4432421475142493
exp01	0.39750402471583074	0.44177805416471216
exp01	0.39642503165919135	0.44177805416471216
exp01	0.39533967928497793	0.44177805416471216
exp01	0.39426604348538596	0.44177805416471216
exp01	0.39318606659785715	0.4361701871967243
exp01	0.3921087686701344	0.4337513148604635
exp01	0.3910430807345772	0.4290695767010034
exp01	0.3899710790007623	0.4269259086396092
exp01	0.38891061733551313	0.42356006637321547
exp01	0.3878438599762152	0.42356006637321547
exp01	0.3867885735708109	0.4182853521893169
exp01	0.3857270095234592	0.4182853521893169
exp01	0.38466803397532656	0.4177936270803937
exp01	0.38362042705481136	0.41644949019729377
exp01	0.38256656950807394	0.41644949019729377
exp01	0.3815240134392591	0.41644949019729366
exp01	0.38047522466149547	0.41644949019729366
exp01	0.3794289625299589	0.4137847951499164
exp01	0.3783939024402413	0.4115094498766969
exp01	0.3773526364503549	0.4115094498766969
exp01	0.37632250723684624	0.4115094498766969
exp01	0.375286189899912	0.4115094498766969
exp01	0.374252339547009	0.4115094498766969
exp01	0.37322952930656983	0.4115094498766969
exp01	0.37220055753655396	0.4115094498766969
exp01	0.3711825624213789	0.4115094498766969
exp01	0.3701584234078922	0.4115094498766969
exp01	0.36913669380478287	0.4115094498766969
exp01	0.3681258468530358	0.4115094498766969
exp01	0.36710888237498657	0.4115094498766969
exp01	0.36610273882607	0.40948960667953527
exp01	0.36509049523237214	0.4072368356028322
exp01	0.36408060546758325	0.40544929254102646
exp01	0.36308144518295754	0.4016799695062703
exp01	0.36207621099778836	0.39678849451049986
exp01	0.36108164623727546	0.3947347479989448
exp01	0.36008102490434796	0.3926812977082059
exp01	0.359091013588289	0.3926812977082059
exp01	0.35809496296574544	0.3926812977082059
exp01	0.35710119155030945	0.3926812977082059
exp01	0.3561179421106645	0.3926812977082059
exp01	0.3551286791816686	0.3925103995914724
exp01	0.35414988039714	0.3925103995914721
exp01	0.3531650852316193	0.3871073540906377
exp01	0.35218251811136253	0.38092212311189527
exp01	0.3512103294164344	0.3791436442184922
exp01	0.3502321699190822	0.3791436442184922
exp01	0.3492643325316036	0.3780408362344395
exp01	0.3482905412900942	0.372907520463415
exp01	0.3473189286355301	0.37268516032099375
exp01	0.3463575546049194	0.37268516032099375
exp01	0.34539025205702173	0.37268516032099375
exp01	0.3444331332759129	0.37268516032099375
exp01	0.3434701027639903	0.37226942556750625
exp01	0.3425092030094212	0.37226942556750553
exp01	0.34155840568461054	0.37226942556750553
exp01	0.3406017217212757	0.36952853853724354
exp01	0.3396550867340808	0.36694532329728646
exp01	0.33870258173135837	0.36694532329728646
exp01	0.3377521612143868	0.3658361533182411
exp01	0.3368117104052129	0.3615179263133813
exp01	0.3358654144262852	0.356838171972091
exp01	0.3349290360530024	0.35575933305008367
exp01	0.3339868289682887	0.35451058881071784
exp01	0.3330544879132002	0.35451058881071784
exp01	0.3321163345389284	0.35451058881071784
exp01	0.3311802033753621	0.35451058881071745
exp01	0.3302538617412037	0.35396307420228956
exp01	0.3293217322861017	0.34682364391296316
exp01	0.32839934206713295	0.3454568869094233
exp01	0.32747118025365807	0.34522069779669545
exp01	0.32654499785161994	0.3424677454538491
exp01	0.32562848007712464	0.3424677454538491
exp01	0.3247062149569018	0.3424677454538491
exp01	0.32379356540737964	0.3424677454538491
exp01	0.32287518457228825	0.3424677454538491
exp01	0.3219587416938693	0.3424677454538491
exp01	0.3210518416012738	0.3424677454538491
exp01	0.32013923422191753	0.3400640476679062
exp01	0.3192361217638325	0.3388896417097665
exp01	0.318327317912651	0.3388896417097659
exp01	0.3174204118521506	0.3376756936072717
exp01	0.31652292968700785	0.33484176738946625
exp01	0.31561977987746076	0.3289776204084515
exp01	0.31472600724891125	0.3270906649860041
exp01	0.31382658270314234	0.32501982573437316
exp01	0.312929017017963	0.32501982573437305
exp01	0.3120407591850659	0.32501982573437305
exp01	0.31114687293370585	0.32316739268374994
exp01	0.31026224893029225	0.320643029825428
exp01	0.30937201206934223	0.3188604159880138
exp01	0.3084909922848174	0.3181418034566155
exp01	0.30760437513733907	0.3181418034566155
exp01	0.3067195643418365	0.3181418034566155
exp01	0.3058439035711563	0.3181418034566155
exp01	0.30496266858730997	0.3181418034566153
exp01	0.3040905395136039	0.3181418034566153
exp01	0.3032128515556728	0.3181418034566153
exp01	0.30233693378541904	0.3181418034566153
exp01	0.30147005643387503	0.3181418034566153
exp01	0.30059764309953485	0.31504839850772925
exp01	0.29973422709009695	0.3126046100806796
exp01	0.29886529026179753	0.31260461008067936
exp01	0.2979980885321529	0.31260461008067936
exp01	0.2971398201433403	0.31119369929664814
exp01	0.29627605358980075	0.3109727945336305
exp01	0.29542117826978614	0.3058842481418455
exp01	0.2945608197847512	0.3038582835341132
exp01	0.2937021623424146	0.3014124880716852
exp01	0.292852333606404	0.29818246557310113
exp01	0.29199704411348126	0.2980482512786656
exp01	0.2911505421732081	0.2980482512786656
exp01	0.29029859431240745	0.29804825127866524
exp01	0.2894483144312562	0.29804825127866524
exp01	0.28860676098413657	0.29804825127866524
exp01	0.28775978378002076	0.2950300005866994
exp01	0.2869214927784451	0.29125984371866326
exp01	0.2860777926939563	0.291259843718663
exp01	0.2852427389405901	0.290863818562528
exp01	0.2844022907138364	0.2848677861225805
exp01	0.2835634657845762	0.2843649208796953
exp01	0.2827332279622059	0.2819990094485637
exp01	0.28189761749039227	0.28199900944856343
exp01	0.28107055513447055	0.28111063855976853
exp01	0.2802381345779265	0.28111063855976853
exp01	0.2794073064859954	0.27867066343171015
exp01	0.2785849685867055	0.2735476453893994
exp01	0.27775729407026595	0.2735097577617148
exp01	0.27693807160756145	0.27083110852894865
exp01	0.276113526817069	0.26874754014704366
exp01	0.2752905445284975	0.26659712438715727
exp01	0.27447595762974336	0.26659712438715727
exp01	0.27365606974813206	0.26659712438715655
exp01	0.2728445399423819	0.26659712438715655
exp01	0.2720277232849991	0.2656931208829612
exp01	0.27121244000459344	0.2656931208829612
exp01	0.2704054593555498	0.2622402149682403
exp01	0.2695932129632996	0.26056364107075086
exp01	0.26878923268738814	0.26056364107075086
exp01	0.2679800006427457	0.26056364107075086
exp01	0.26717227365694296	0.26056364107075086
exp01	0.2663727585241311	0.26056364107075086
exp01	0.26556801249664036	0.26056364107075086
exp01	0.2647714425811019	0.26056364107075086
exp01	0.2639696555900583	0.2590778941103017
exp01	0.2631760092725138	0.25846682334524623
exp01	0.26237715963698566	0.25846682334524546
exp01	0.26157977672336113	0.25492699109033645
exp01	0.2607904818118001	0.2539911572855005
exp01	0.25999600413199475	0.2539911572855005
exp01	0.259209579756557	0.25176185397505174
exp01	0.2584179862172038	0.25075332314046983
exp01	0.25762783289977403	0.24741373376071235
exp01	0.2568456813108277	0.245519856917618
exp01	0.25605838087875915	0.24291675427127948
exp01	0.2552790481956369	0.24291675427127948
exp01	0.2544945801220861	0.23969112075470772
exp01	0.2537115264822265	0.23925295285583784
exp01	0.2529363900777184	0.23578299091126212
exp01	0.25215613837699585	0.23578299091126212
exp01	0.2513837706285463	0.23578299091126212
exp01	0.2506063008865339	0.23578299091126212
exp01	0.249830220476466	0.23578299091126212
exp01	0.24906197453541906	0.23578299091126212
exp01	0.2482886464708602	0.23578299091126212
exp01	0.2475231202678565	0.23578299091126212
exp01	0.24675252509557308	0.23578299091126212
exp01	0.24598329481582193	0.23578299091126212
exp01	0.24522181791402223	0.23578299091126212
exp01	0.24445529169128744	0.23573832213292162
exp01	0.24369648689461834	0.23423301065717894
exp01	0.24293264578447443	0.23309311783364475
exp01	0.24217649440509487	0.23309311783364442
exp01	0.24141531966150648	0.23292910322232804
exp01	0.24065547667198037	0.2291217760551569
exp01	0.23990327627949823	0.2291087330196518
exp01	0.23914607186502615	0.22600282333956034
exp01	0.23839647898113014	0.22430590768448436
exp01	0.23764189488007686	0.22430590768448436
exp01	0.23688861959072516	0.22430590768448436
exp01	0.23614290962897544	0.22299991060762195
exp01	0.2353922275766017	0.21973800360507553
exp01	0.2346490803959601	0.21731534161660052
exp01	0.23390097378678282	0.2166405084301329
exp01	0.23315415363472797	0.2166405084301329
exp01	0.23241482305531022	0.2166405084301329
exp01	0.23167055196074968	0.2166405084301329
exp01	0.23093374057600824	0.2166405084301329
exp01	0.230192001197168	0.21664050843013277
exp01	0.2294515264887449	0.21664050843013277
exp01	0.22871846706906826	0.21664050843013277
exp01	0.22798049835810508	0.21664050843013277
exp01	0.22724991564923458	0.21664050843013277
exp01	0.2265144360307843	0.21664050843013277
exp01	0.22578019984484635	0.21664050843013277
exp01	0.22505330609306012	0.21664050843013277
exp01	0.22432153392649395	0.21664050843013277
exp01	0.22359707546732907	0.2163884095592564
exp01	0.2228677508374654	0.2163884095592564
exp01	0.22214571140761383	0.2154392510514479
exp01	0.2214188179966195	0.2120194858390438
exp01	0.220693139179169	0.20920881739594785
exp01	0.21997470314783188	0.20920881739594777
exp01	0.21925143134332534	0.2086985900406749
exp01	0.21853537435568676	0.2070709103527235
exp01	0.21781449364920744	0.20383738091930362
exp01	0.2170948075421759	0.20266141928081327
exp01	0.21638229463519204	0.20243404342882168
exp01	0.21566497601550327	0.20130873169914706
exp01	0.214954803149892	0.20130873169914706
exp01	0.21423983649238934	0.20130873169914706
exp01	0.21352604492990615	0.20034487900190256
exp01	0.21281935827983187	0.19701592052410874
exp01	0.21210789564473348	0.19666034914949465
exp01	0.21140351098501683	0.19383839451377044
exp01	0.2106943621292826	0.19113506804702612
exp01	0.2099863693379474	0.19080139551053427
exp01	0.20928541443433793	0.18868920595493227
exp01	0.2085797129448716	0.18868920595493227
exp01	0.2078810229012274	0.18868920595493227
exp01	0.20717759793062843	0.18868920595493227
exp01	0.2064753104523927	0.18868920595493205
exp01	0.2057799950659493	0.18868920595493205
exp01	0.20507996216855756	0.18868920595493205
exp01	0.2043868754028488	0.18737150967945343
exp01	0.20368908265668467	0.18511051235228107
exp01	0.20299821027102796	0.18243960959460734
exp01	0.20230264338456005	0.18006953270287118
exp01	0.20160818873824113	0.17807804054169482
exp01	0.2009206160923593	0.17807804054169482
exp01	0.2002283660941843	0.17807804054169482
exp01	0.19954297278919095	0.17807804054169482
exp01	0.19885291348549694	0.17807804054169482
exp01	0.1981639488918383	0.17763836954929943
exp01	0.19748180331887485	0.17687425124544412
exp01	0.1967950087076445	0.17346887970209413
exp01	0.1961150082615358	0.17275286762138406
exp01	0.19543037000637248	0.16900129665632577
exp01	0.19474680934232905	0.16900129665632577
exp01	0.19407000584044154	0.16900129665632577
exp01	0.193388581304351	0.16842965717890282
exp01	0.1927138895147086	0.16526832550700962
