expected_log10	ci_low_log10	ci_high_log10
0.9203612566473923	0.9137407412044963	0.9270691988503507
0.916757382402461	0.9101863371069098	0.9234523756891612
0.9131831679694449	0.9066314253976334	0.9198352597300146
0.9096381291314279	0.9031055177456755	0.916247875223296
0.9061217934333127	0.8996371725102585	0.9127192693319156
0.902633699803945	0.8961676428528478	0.9091896682831173
0.8991733981932939	0.8927257452124014	0.9056883840038892
0.8957404492239718	0.8893393872963649	0.902243797287205
0.8923344238564184	0.8859512317748026	0.8987975791545022
0.8889549030671151	0.8826173386068334	0.8954067447544092
0.8856014775392198	0.8792812716382084	0.8920138886160076
0.8822737473650568	0.875970758197469	0.888647207161549
0.8789713217599172	0.872712684510885	0.8853340353634389
0.8756938187866596	0.8694519156963083	0.8820183009527887
0.8724408650906248	0.866215563387011	0.8787275699462891
0.869212095644404	0.863029935160117	0.8754885850657618
0.866007153502026	0.8598411383481033	0.8722465463853999
0.8628256895621473	0.8567019784207239	0.8690551366129238
0.8596673623398543	0.8535593589177668	0.86586037115825
0.8565318377467013	0.8504394236830356	0.8626888254405084
0.8534187888786345	0.8473675690113733	0.8595663097585777
0.8503278958114618	0.84429185089133	0.856440019403095
0.8472588454035495	0.8412632252060454	0.8533617442029058
0.8442113311054416	0.8382304876584886	0.8502794366105015
0.8411850527761136	0.8352188802292118	0.8472187492804167
0.8381797165055824	0.8322529481174745	0.844204621986772
0.8351950344436125	0.8292825591507653	0.8411861043703248
0.8322307246342691	0.8263324428442947	0.8381883248982491
0.8292865108560776	0.8234266599698709	0.8352357279972221
0.826362122467567	0.820516106249086	0.8322784149806468
0.8234572942579761	0.8176490315813654	0.8293654077114163
0.8205717663029224	0.8147769928093992	0.8264474837868729
0.8177052838248325	0.8119239100363668	0.8235489439805506
0.8148575970579484	0.8091130777144836	0.8206934493346008
0.8120284611177312	0.8062970127823127	0.8178327593778894
0.809217635874492	0.8034991741375638	0.8149907033909451
0.8064248858310841	0.8007424189298327	0.8121904954919967
0.8036499800045036	0.7979801866810662	0.8093848385685607
0.80089269181125	0.795258292962259	0.8066202658076961
0.7981527989563	0.7925307717691669	0.8038500878489352
0.7954300833255642	0.7898203516528193	0.8010973875306788
0.7927243308816931	0.7871491963026497	0.7983846704310532
0.7900353315631087	0.7844722045407881	0.7956661311797815
0.7873628791861428	0.7818337911738807	0.7929868715490409
0.7847067713501679	0.7791894128651933	0.7903016562740748
0.7820668093456115	0.7765611115363629	0.787632866654109
0.77944279806475	0.7739703978493643	0.78500234124119
0.7768345459151802	0.7713735408186932	0.7823656748447013
0.7742418647358744	0.7687921895679667	0.7797448475348654
0.7716645697157266	0.7662474807153773	0.7771613158915756
0.7691024793145007	0.7636964663961037	0.7745714747750738
0.7665554151860972	0.761181488976268	0.7720183090234797
0.7640232021040569	0.758660106508205	0.7694587302700646
0.7615056678892247	0.7561533437648372	0.7669140809831703
0.7590026433394957	0.7536817421232069	0.7644052100214973
0.756513962161577	0.7512035974671505	0.7618897825664781
0.7540394609046913	0.748739576625548	0.7593887756294138
0.7515789788961604	0.7463098793329417	0.7569226893404987
0.7491323581788013	0.7438735139855827	0.7544499164397693
0.7466994434500773	0.7414709346431149	0.7520115138267043
0.7442800820029438	0.7390616106471634	0.749566344851345
0.7418741236683317	0.7366656387102055	0.7471348045705378
0.7394814207592166	0.7343026738327797	0.7447368372001085
0.7371018280162189	0.731932858507139	0.7423319932563927
0.7347352025546876	0.7295759619458085	0.7399403335681132
0.7323814038132169	0.7272513259071727	0.7375814827463242
0.730040293503551	0.7249197439565829	0.7352156558244778
0.7277117355618319	0.7226199425626199	0.732882146630244
0.725395596101147	0.7203131370247124	0.7305416005804064
0.7230917433653359	0.7180185739470226	0.7282135452695544
0.7208000476840146	0.7157550947440348	0.7259170949038979
0.7185203814287822	0.7134845313599629	0.7236135241073192
0.7162526189705691	0.7112446034839859	0.721341099601735
0.7139966366380942	0.708997542788262	0.7190615038283983
0.7117523126773949	0.7067621000202824	0.7167937585708986
0.7095195272123977	0.7045566413090396	0.7145564933109139
0.7072981622064973	0.7023439832125243	0.712311987135122
0.7050881014251126	0.7001425908118681	0.7100789704831975
0.702889230399192	0.6979705561764755	0.7078757933874464
0.7007014363896366	0.6957912628525915	0.7056653132347647
0.6985246083526151	0.6936409236204748	0.7034842599072686
0.696358636905745	0.6914832899703982	0.7012958660301071
0.6942034142951113	0.6893363698770719	0.6991183959397126
0.6920588343631007	0.6872178165042818	0.6969697522129816
0.6899247925170251	0.6850919202961847	0.6948137170467067
0.6878011856985132	0.6829764254633544	0.6926682858716515
0.6856879123536462	0.6808887316999694	0.6905511029039818
0.683584872403817	0.6787936525645571	0.688426483684243
0.6814919672172908	0.676726009405064	0.6863297395603549
0.6794090995814486	0.6746509555963883	0.6842255324937123
0.6773361736756928	0.6725858126446546	0.6821314270480472
0.675273095044996	0.6705475737203193	0.6800646531431825
0.6732197705740754	0.6685018904410494	0.6779903806086528
0.6711761084621752	0.6664827675704033	0.6759430885471381
0.6691420181984391	0.6644561805777252	0.6738882768589055
0.6671174105378561	0.6624390478357751	0.671843099279376
0.6651021974777667	0.6604479744496413	0.6698243903270371
0.663096292234909	0.6584494109973078	0.6677981340809546
0.6610996092229944	0.6564600426825559	0.6657812466973265
0.6591120640307949	0.6544962499947358	0.6637903338706693
0.6571335734007313	0.6525249455001286	0.6617918504264781
0.6551640552079453	0.650578903781657	0.6598190220417839
0.6532034284398448	0.6486253379600325	0.6578386097615054
0.6512516131761085	0.6466805587238414	0.6558671482058056
0.6493085305691384	0.6447605855371356	0.653920875338867
0.6473741028249469	0.642833072832985	0.6519670017888424
0.6454482531844682	0.6409141143977393	0.6500218412433421
0.643530905905282	0.639019520466067	0.648101418584912
0.6416219862437387	0.6371173750325463	0.646173381999595
0.6397214204374766	0.6352393082118679	0.6442697914536538
0.6378291356883184	0.6333536836884007	0.64235858000041
0.6359450601455406	0.631476246421088	0.6404557060741871
0.6340691228895025	0.6296224699417227	0.6385768517078154
0.6322012539156282	0.6277611289414312	0.6366903685280317
0.630341384118732	0.6259231780179592	0.634827628622507
0.6284894452776764	0.6240776596014738	0.6329572562592107
0.6266453700403578	0.6222399845611508	0.6310948696935518
0.624809091909008	0.62042530370269	0.6292558224020478
0.6229805452258061	0.6186030530878758	0.6274091394527364
0.6211596651587918	0.6167884497172766	0.6255702417286472
0.6193463876880725	0.6149964570106933	0.6237542919630623
0.6175406495923171	0.6131968947560517	0.6219307058935064
0.6157423884355305	0.6114196944335502	0.6201298140219902
0.613951542554099	0.6096349259830529	0.6183212867404049
0.6121680510441035	0.6078574940355412	0.6165202269630683
0.6103918537488905	0.6061020599142363	0.6147414899578998
0.6086228912468976	0.6043390615979563	0.6129551207454017
0.6068611048397252	0.6025832222529701	0.6111760375490385
0.6051064365404493	0.6008490276081451	0.6094189169468085
0.6033588290621695	0.5991072747224808	0.6076541694287024
0.6016182258067864	0.5973869373023193	0.6059111507173724
0.5998845708540033	0.5956590466529064	0.6041605096956819
0.598157808950546	0.5939380332467437	0.6024168667313224
0.5964378854995969	0.5922380994364351	0.6006946100696864
0.5947247465504361	0.5905306213959831	0.5989647395363396
0.5930183387882878	0.5888298593874769	0.5972417023104903
0.5913186095243643	0.5871498508857356	0.5955397188986116
0.5896255066861036	0.5854623088044036	0.5938301317607662
0.587938978807598	0.5837953083620739	0.5921413824332569
0.586258975020207	0.5821207822862613	0.5904450370187724
0.5845854450433502	0.5804527160246281	0.5887552631113897
0.5829183391754789	0.578804880714352	0.5870860102936442
0.5812576082852188	0.577149532907189	0.5854091741049896
0.5796032038026817	0.5755142140862183	0.5837526531394575
0.5779550777109428	0.5738713922670118	0.5820885580473975
0.5763131825376775	0.5722347884382815	0.5804307874172354
0.5746774713469578	0.5706179172805349	0.5787930300006034
0.5730478977312006	0.5689935584487132	0.5771477134358582
0.5714244158032683	0.5673752789019038	0.5755085796538655
0.5698069801887149	0.5657764438816489	0.5738891654376317
0.5681955460181769	0.5641701376954537	0.5722622082764643
0.5665900689199049	0.5625830885783052	0.5706547796614203
0.564990505012432	0.5609885798977223	0.5690398195221475
0.5633968108973773	0.559399929551645	0.5674308165109316
0.5618089436523812	0.5578302610341599	0.5658410616014177
0.5602268608241686	0.5562531512390794	0.5642437932103352
0.5586505204217385	0.5546817728748501	0.5626523523603235
0.5570798809096764	0.5531291084473794	0.5610798866853677
0.5555149012015885	0.5515690219881627	0.5594999265652283
0.5539555406536512	0.5500274750556604	0.557938763948403
0.5524017590582786	0.5484785193998196	0.5563701200728899
0.5508535166379014	0.5469350927623844	0.5548070970745889
0.5493107740388569	0.5454099493845312	0.5532626105433065
0.5477734923253866	0.54387741796681	0.551710663278412
0.5462416329737404	0.5423630028938867	0.5501770824745168
0.5447151578663835	0.5408412139838796	0.5486360550499212
0.5431940292863058	0.5393247622215742	0.5471004526348998
0.5416782099114297	0.5378261814451659	0.545582966799765
0.5401676628091155	0.5363202487699766	0.5440580561691816
0.5386623514307625	0.534819542817617	0.5425384578378556
0.537162239606502	0.533336468720364	0.5410367325734202
0.5356672915399836	0.5318460653364433	0.5395276050373148
0.5341774718032491	0.5303731379504069	0.5380361918681973
0.5326927453316952	0.5288928966778724	0.53653739178165
0.531213077419121	0.5274177056559215	0.535043723892711
0.529738433712861	0.525959761377765	0.5335675369548606
0.5282687802089989	0.5244945268275685	0.5320839866631443
0.5268040832476636	0.5230342408476537	0.5306054648105747
0.5253443095084023	0.5215909780049086	0.5291441962658071
0.5238894260056333	0.5201404490399724	0.5276755884865435
0.5224394000841739	0.5187067973813926	0.5262240855637901
0.5209941994148413	0.5172658959522537	0.5247652597484916
0.5195537919901287	0.5158297804148131	0.5233112963891217
0.5181181461199516	0.514410327545678	0.5218742194088876
0.5166872304274642	0.5129836498473669	0.5204298444778862
0.5152610138449447	0.5115734947830773	0.5190022133982958
0.5138394656097482	0.5101561317291825	0.5175673012171476
0.5124225552603253	0.5087433997848018	0.5161370935889656
0.5110102526323054	0.5073469842921816	0.5147234199751315
0.5096025278546432	0.5059433864290478	0.5133024909065383
0.5081993513458288	0.5045443303364117	0.511886175261224
0.506800693810157	0.5031613893590334	0.5104861887439649
0.5054065262340577	0.5017712919874473	0.5090789727908167
0.5040168198824844	0.5003971782996102	0.5076879522272164
0.5026315462953609	0.4990159256920511	0.5062897197382469
0.501250677284084	0.49763907167974575	0.5048959546440096
0.4998741849280816	0.49627800772655967	0.5035181879309577
0.4985020415714256	0.4949098313498601	0.5021332358537006
0.49713421981949757	0.493545970845813	0.5007526668093758
0.4957706925357075	0.49219771120131417	0.4993879036575719
0.49441143283826294	0.4908423659000416	0.49801598198541785
0.4930564140969894	0.4895024978825818	0.4966597404911025
0.49170560993019996	0.48815556216372225	0.4952963584894494
0.49035899420161316	0.4868128096170423	0.493937224205235
0.4890165410173184	0.48548535220563205	0.49259358481108323
0.4876782247227891	0.4841508542471975	0.49124283215935816
0.48634401989994025	0.4828315324149647	0.48990745334634367
0.4850139013642323	0.48150518822462984	0.48856497953372835
0.48368784416181865	0.48018290053727675	0.4872266242901321
0.48236582356673646	0.47887561350279095	0.4859034644134407
0.48104781507814076	0.4775613315806546	0.48457323711901756
0.47973379441757924	0.47625103286380666	0.4832470536689861
0.4784237375263093	0.474955563164141	0.48193589103210344
0.4771176205626553	0.4736531262057612	0.48061768872652166
0.4758154198994041	0.47236540606820654	0.4793143931382248
0.47451711212124165	0.47107073714273273	0.478004076436439
0.47322267402222595	0.46977993366738835	0.47669768354336406
0.47193208260329866	0.4685036815035914	0.47540602906781815
0.47064531506983265	0.46722050839747004	0.4741073814573978
0.46936234882921735	0.46594113254192093	0.4728125881421321
0.4680831614884775	0.4646761460146648	0.4715323685436642
0.46680773085192884	0.4634042664945386	0.47024518389972775
0.46553603491886664	0.4621466703658009	0.4689724652657443
0.46426805188128906	0.4608821998998046	0.4676928003386359
0.4630037601216531	0.45962141702608594	0.46641687794618175
0.4617431382106633	0.45837476119550113	0.4651552626139095
0.46048616490509187	0.4571212591103904	0.46388672922148433
0.45923281914563163	0.4558713810540966	0.46262187358772566
0.45798308005477806	0.4546354769393264	0.46137116937743006
0.45673692693474327	0.4533927547107801	0.4601135754034657
0.45549433926539923	0.4521639062502338	0.4588700310274123
0.4542552967022497	0.45092825843491174	0.4576196157531745
0.45301977907443236	0.4496961323613665	0.45637277400873827
0.451787766382748	0.44847773214802134	0.45513983152493276
0.45055923879771836	0.44725256078400666	0.4539000465108515
0.44933417665767117	0.44604101847870925	0.45267406237223257
0.4481125604668519	0.4448227238109626	0.4514412546029902
0.4468943708935621	0.4436078528714157	0.4502119205002365
0.44567958876832436	0.44240646802362166	0.44899624197627996
0.4444681950820717	0.4411983590430215	0.44777376822200066
0.4432601709843631	0.4399936169040937	0.4465547101790851
0.44205549778162345	0.43880222074124264	0.4453491653268263
0.44085415693540797	0.4376041286740705	0.44413685364697353
0.4396561300606904	0.43641929084294506	0.4429379619357055
0.4384613989241743	0.4352277758939931	0.44173232230114
0.4372699454426289	0.43403953613030577	0.4405300050075055
0.43608175168124635	0.43286441505545536	0.43934096995400707
0.4348967998520217	0.43168264506440507	0.4381452153582494
0.4337150723121551	0.43050409702218645	0.43695272887584635
0.4325365515624764	0.42933853476045747	0.435773389596414
0.4313612202458892	0.4281663517542507	0.434587359128479
0.43018906114583777	0.4270070674728258	0.4334143874187893
0.42902005718479364	0.42584118118060654	0.43223474337678347
0.4278541914227627	0.42467843099993596	0.43105828001962876
0.4266914470558124	0.4235284508676476	0.42989474469907685
0.4255318074146184	0.42237189682566045	0.4287245653330692
0.4243752559630306	0.4212280285280816	0.4275672283648543
0.4232217762966587	0.42007760499938873	0.426403266154468
0.4220713521414757	0.41893023513307626	0.42524240065936314
0.42092396735244025	0.41779542637275846	0.4240942509576324
0.4197796059121376	0.41665409038823364	0.4229395042093108
0.4186382519294373	0.4155157601228035	0.4217878053525192
0.4174998896381696	0.4143898686607238	0.42064869806604216
0.4163645033958186	0.41325747791456025	0.4195030218631899
0.41523207768223236	0.4121374458139948	0.4183698558189848
0.4141025970983504	0.4110109329896351	0.41723013954589516
0.41297604636494656	0.40988734849591596	0.4160933923603133
0.4118524103213894	0.4087760040962239	0.41496903493422516
0.410731673924418	0.40765820678622583	0.41383815528464285
0.4096138222469331	0.40654329277646634	0.4127101988716966
0.40849884047680457	0.40544050248077157	0.41159451403265845
0.4073867139156938	0.4043312870037515	0.41047233489178214
0.4062774279778908	0.4032341189378098	0.4093623498424006
0.40517096818916654	0.40213054410104426	0.40824588903029335
0.40406732018564	0.4010297798310277	0.4071322774011082
0.402966469712659	0.3999409500823899	0.40603074523516414
0.4018684026236955	0.39884574113841526	0.4049227650755393
0.4007731048792552	0.39776239268537633	0.4038267892128291
0.39968056254580003	0.3966726833404009	0.40272438378884373
0.398590761794685	0.3955857145493623	0.4016247562699385
0.39750368890110765	0.39451049669878085	0.400537021822724
0.39641933024307113	0.39342894536395673	0.39944288541581885
0.3953376723003601	0.3923500938027577	0.3983514853994699
0.394258701653529	0.3912828855671886	0.3972718692020375
0.3931824049829032	0.3902093711481638	0.39618587853956594
0.3921087690675927	0.38914742946020625	0.395111600030863
0.39103778078451706	0.3880791997026085	0.3940309652999183
0.38996942710744364	0.38701360378445265	0.3929529998423408
0.3889036951060367	0.3859594760973858	0.3918866404595396
0.387840571944918	0.3848990874542084	0.39081395216149073
0.3867800448827401	0.38384129422294916	0.3897438940221387
0.38572210127126944	0.3827948665297437	0.38868533771951863
0.38466672855448136	0.3817422048765039	0.38762047969077734
0.38361391426766633	0.38070084137410454	0.3865670551013718
0.38256364603654625	0.3796532618171814	0.3855073468195716
0.38151591157640175	0.3786082155059851	0.384450205422187
0.3804706986912105	0.37757436756241125	0.38340439619044897
0.37942799527279475	0.37653433035731954	0.38235233025135307
0.37838778929998024	0.37549679014574117	0.3813027943003093
0.37735006883776445	0.37447035020775066	0.38026449096191717
0.37631482203649486	0.3734377476753049	0.3792199577744759
0.37528203713105723	0.372416181027573	0.3781865918565622
0.3742517024400732	0.37138846946748655	0.37714701389852284
0.3732238063651077	0.37036319622109165	0.3761099062091864
0.37219833738988556	0.369348863487482	0.37508386900902824
0.371175284079517	0.36832841229282987	0.37405164640976385
0.370154635079733	0.36731883899738615	0.37303043076473064
0.3691363791161292	0.36630316477710523	0.37200304738248235
0.36812050499341803	0.3652898722378699	0.37097807663661914
0.3671070015946909	0.36428736483871005	0.3699640187256881
0.3660958578806881	0.3632787827437418	0.36894381949441535
0.3650870628890768	0.3622725492752896	0.3679259992631449
0.36408060573373874	0.3612770097062083	0.3669189992938343
0.36307647560406475	0.36027542153416237	0.3659058842836294
0.36207466176425823	0.35928446734311553	0.364903528745205
0.36107515355264674	0.35828748184369247	0.36389507558395284
0.3600779403810007	0.35729279142077924	0.36288894693251705
0.3590830117338605	0.35630864618770375	0.36189348767427293
0.3580903571678715	0.3553184955082636	0.3608919568395511
0.3570999663111261	0.3543306086338613	0.3598927186955147
0.35611182886251325	0.3533531795825883	0.3589040613165033
0.35512593459107605	0.35236977080629345	0.3579093582652077
0.35414227333537573	0.3513967624631668	0.3569251777632367
0.3531608350028637	0.3504177914400183	0.35593496875484093
0.3521816095692597	0.3494410335349579	0.3549470008646218
0.3512045870779379	0.34847459099576095	0.3539694692366822
0.35022975763931935	0.3475022112605654	0.35298593476657397
0.34925711143027116	0.3465400910024619	0.3520127798714026
0.34828663869351284	0.34557205043426503	0.35103363913901203
0.34731832973702886	0.3446061739833916	0.3500566896703087
0.34635217493348786	0.3436504741539676	0.3490900357410992
0.3453881647196684	0.34268887925801095	0.3481174213956181
0.34442628959589094	0.3417294198415765	0.34714696917812465
0.3434665401254563	0.3407800554783517	0.3461867297752317
0.34250890693408986	0.33982482114655527	0.3452205552296176
0.34155338070939256	0.33887962826430623	0.34426453913745864
0.3405999522002971	0.3379285820410265	0.34330260464598944
0.3396486122165311	0.3369796248428651	0.3423427850220133
0.33869935162808495	0.33604062960617676	0.3413930432440074
0.3377521613646865	0.335095805882184	0.34043740809289885
0.3368070324152811	0.3341530440209226	0.3394838601764219
0.3358639558275168	0.3332201658446319	0.33854031073162366
0.334922922707236	0.33228148388731554	0.33759089279051274
0.33398392421797196	0.331352634161798	0.33665142114877344
0.3330469515804508	0.330417997021157	0.3357060974890424
0.3321119960720994	0.3294853776619382	0.3347628162203846
0.33117904902655776	0.32856251421675425	0.3338294038703396
0.33024810183319725	0.3276338878160714	0.3328901641290766
0.3293191459366437	0.3267149671562597	0.33196074243680634
0.3283921728363056	0.3257902997423007	0.33102550966479477
0.32746717408590753	0.3248676074298793	0.3300922758673454
0.32654414129302833	0.32395454642811417	0.3291687846590589
0.32562306611864406	0.32303576288425984	0.32823950674672026
0.3247039402766761	0.3221189294683534	0.32731220240490844
0.3237867555335441	0.32121165403327545	0.3263945663121854
0.322871503707723	0.32029868011925894	0.3254711677400317
0.3219581766693055	0.319395215965998	0.32455738853485283
0.3210467663395686	0.3184860692709477	0.3236378628936593
0.32013726469054476	0.3175788321458175	0.3227202695667236
0.3192296637445979	0.31668103323214986	0.32181222307845964
0.3183239555740032	0.31577757559162567	0.32089845412687745
0.31742013230053184	0.3148760037788439	0.31998659333905277
0.3165181860950398	0.3139837996667652	0.31908420791829734
0.3156181091770608	0.31308596049375653	0.31817612385562033
0.31471989381440374	0.31219744264471344	0.3172774681534624
0.3138235323227541	0.31130330540746787	0.3163731295843287
0.3129290170652796	0.31041101542363186	0.31547065994176376
0.31203634045223955	0.30952797793434217	0.314577548898742
0.31114549494059873	0.308639344474795	0.31367877855827087
0.3102564730336448	0.30775991823274	0.31278932092957246
0.3093692672806098	0.3068749115282139	0.31189421961080566
0.3084838702762956	0.3059917146771293	0.3110009491765148
0.3076002746607028	0.3051176578371341	0.31011692334419066
0.30671847311866396	0.3042380437051672	0.309227277139875
0.3058384583794799	0.30336021751856324	0.3083394395359917
0.3049602232165602	0.30249146508409286	0.30746077938806887
0.30408376044706714	0.30161717837994795	0.30657652203560404
0.3032090629315631	0.3007519218324993	0.30570139796202356
0.30233612357366163	0.29988114626020146	0.30482069202397577
0.3014649353196822	0.29901212301564717	0.3039417584576656
0.30059549115830797	0.2981520652039157	0.30307189258575873
0.29972778412024736	0.2972865111435668	0.30219646776661563
0.2988618072778989	0.296422688538765	0.3013227940889562
0.297997553745019	0.2955677675394497	0.30045812343315254
0.2971350166763942	0.2947073729205741	0.2995879165976283
0.296274189267515	0.29385583790303355	0.2987266702254668
0.295415064754254	0.2929988442495707	0.29785990274799173
0.2945576364125475	0.2921435481050985	0.2969948518830431
0.29370189755807935	0.2912970491879414	0.296138698287079
0.2928478415459678	0.2904451140197867	0.2952770461049058
0.29199546177045693	0.28959485646013855	0.2944170902932576
0.29114475166460935	0.2887533346029557	0.293565969419855
0.2902957047000029	0.2879063987338333	0.29270937233087757
0.2894483143864299	0.2870681580702295	0.2918615691545593
0.2886025742715997	0.2862245181194774	0.29100830457358273
0.28775847794084364	0.28538252339905584	0.29015670342900995
0.28691601901682345	0.28454916373645905	0.28931383526692533
0.2860751911592419	0.28371042678406055	0.2884655278246912
0.2852359880645563	0.28288028529423836	0.2876259132563393
0.2843984034656956	0.28204478107904196	0.28678087405543445
0.2835624311317791	0.2812108906473804	0.2859374663036789
0.2827280648678381	0.28038553686282097	0.2851026918504078
0.2818952985145411	0.2795548421102464	0.2842625146445995
